attribution_id,campaign_id,audience_id,media_channel,timestamp,touchpoint_type,attribution_percent,benchmark
ATTR_001490,CAM_000239,AUD_000799,Retail,2025-07-08 06:11:41,Click,0.59,0.39
ATTR_001491,CAM_000099,AUD_000426,Retail,2025-04-14 20:20:56,Share,0.44,0.17
ATTR_001492,CAM_000363,AUD_000824,Retail,2025-07-27 15:44:26,Impression,0.21,0.39
ATTR_001493,CAM_000398,AUD_000337,Digital,2025-07-12 07:04:53,Comment,0.3,0.74
ATTR_001494,CAM_000322,AUD_000386,TV,2024-12-08 14:39:30,Comment,0.35,0.74
ATTR_001495,CAM_000004,AUD_000686,Streaming,2025-07-25 20:11:52,Click,0.76,0.24
ATTR_001496,CAM_000271,AUD_000852,Social,2025-08-04 10:37:09,Impression,0.81,0.27
ATTR_001497,CAM_000184,AUD_000402,Print,2025-05-25 18:15:59,Share,0.36,0.23
ATTR_001498,CAM_000181,AUD_000327,OOH,2025-04-22 11:26:13,View,0.29,0.52
ATTR_001499,CAM_000004,AUD_000410,Print,2025-08-04 04:13:37,Share,1.0,0.79
ATTR_001500,CAM_000040,AUD_000461,Print,2025-03-10 19:06:25,Comment,0.23,0.22
ATTR_001501,CAM_000278,AUD_000482,Email,2025-08-04 19:47:05,Impression,0.93,0.57
ATTR_001502,CAM_000151,AUD_001116,Streaming,2025-08-07 08:40:10,Click,0.15,0.47
ATTR_001503,CAM_000180,AUD_000554,Streaming,2025-07-26 18:15:35,Click,0.43,0.16
ATTR_001504,CAM_000065,AUD_000332,Email,2025-05-13 07:20:00,Conversion,0.74,0.12
ATTR_001505,CAM_000281,AUD_000724,TV,2025-02-28 08:59:33,Comment,0.96,0.07
ATTR_001506,CAM_000308,AUD_000201,OOH,2025-07-24 23:29:37,Engagement,0.4,0.5
ATTR_001507,CAM_000061,AUD_000106,Radio,2025-07-26 02:42:49,View,0.27,0.49
ATTR_001508,CAM_000382,AUD_000170,Streaming,2025-09-04 13:21:15,View,0.77,0.54
ATTR_001509,CAM_000275,AUD_001000,Email,2025-04-14 10:02:00,Share,0.23,0.69
ATTR_001510,CAM_000264,AUD_000681,Radio,2025-07-05 05:17:09,Impression,0.85,0.42
ATTR_001511,CAM_000336,AUD_001037,Retail,2025-08-11 07:27:52,Engagement,0.98,0.41
ATTR_001512,CAM_000017,AUD_000796,Social,2025-08-31 18:18:27,Impression,0.33,0.06
ATTR_001513,CAM_000140,AUD_000590,Retail,2025-07-13 14:46:39,Click,0.55,0.09
ATTR_001514,CAM_000208,AUD_000864,Retail,2025-05-31 12:27:45,Impression,0.36,0.09
ATTR_001515,CAM_000194,AUD_000250,Digital,2025-02-26 22:34:09,View,0.99,0.64
ATTR_001516,CAM_000160,AUD_000141,Digital,2025-07-07 01:01:06,Click,0.23,0.71
ATTR_001517,CAM_000122,AUD_001108,OOH,2025-05-10 09:36:41,Share,0.98,0.39
ATTR_001518,CAM_000349,AUD_001095,Retail,2025-07-30 03:58:19,Click,0.63,0.1
ATTR_001519,CAM_000158,AUD_000780,Streaming,2025-03-05 06:37:42,Click,0.22,0.48
ATTR_001520,CAM_000258,AUD_000278,Retail,2025-07-15 21:55:31,Share,0.43,0.6
ATTR_001521,CAM_000050,AUD_000585,TV,2025-07-25 12:45:09,Share,0.84,0.36
ATTR_001522,CAM_000394,AUD_000755,Social,2025-07-27 07:54:23,Impression,0.14,0.51
ATTR_001523,CAM_000093,AUD_000805,Print,2025-04-10 17:54:30,Engagement,0.86,0.21
ATTR_001524,CAM_000217,AUD_000927,Email,2025-06-04 13:33:31,Comment,0.67,0.07
ATTR_001525,CAM_000097,AUD_001014,Retail,2025-08-11 00:37:59,Impression,0.31,0.61
ATTR_001526,CAM_000229,AUD_000746,Retail,2025-08-10 09:21:24,Click,0.3,0.39
ATTR_001527,CAM_000080,AUD_001052,TV,2025-07-06 11:54:04,View,0.74,0.61
ATTR_001528,CAM_000253,AUD_000047,Radio,2025-03-29 14:51:16,Share,0.25,0.24
ATTR_001529,CAM_000120,AUD_000190,Streaming,2025-06-23 01:41:04,Impression,0.79,0.39
ATTR_001530,CAM_000234,AUD_000162,Retail,2024-11-27 08:12:39,Conversion,0.73,0.57
ATTR_001531,CAM_000097,AUD_001062,Digital,2025-06-19 23:52:37,Conversion,0.56,0.73
ATTR_001532,CAM_000322,AUD_000014,Email,2025-03-16 12:08:04,Engagement,0.14,0.25
ATTR_001533,CAM_000051,AUD_000709,Social,2025-02-07 04:41:41,Conversion,0.4,0.69
ATTR_001534,CAM_000276,AUD_000145,Email,2025-07-23 18:53:48,View,0.35,0.33
ATTR_001535,CAM_000291,AUD_000851,Retail,2024-11-27 07:41:14,Share,0.43,0.23
ATTR_001536,CAM_000234,AUD_000196,Radio,2025-08-05 21:25:23,Conversion,0.52,0.25
ATTR_001537,CAM_000118,AUD_000470,Social,2025-07-31 00:13:11,Impression,0.29,0.25
ATTR_001538,CAM_000064,AUD_001035,Digital,2025-02-09 15:13:19,Share,0.77,0.32
ATTR_001539,CAM_000330,AUD_000211,Retail,2025-07-24 07:44:33,Conversion,0.46,0.57
ATTR_001540,CAM_000015,AUD_000293,Digital,2025-05-17 20:42:12,Conversion,0.34,0.43
ATTR_001541,CAM_000031,AUD_000308,Digital,2025-08-06 02:08:40,View,0.76,0.44
ATTR_001542,CAM_000087,AUD_001078,OOH,2025-07-15 08:32:45,Impression,0.7,0.54
ATTR_001543,CAM_000145,AUD_000389,Radio,2025-07-27 03:16:40,Conversion,0.97,0.69
ATTR_001544,CAM_000070,AUD_000242,Social,2024-10-07 08:10:15,Share,0.21,0.45
ATTR_001545,CAM_000139,AUD_000164,Email,2025-06-28 02:54:01,Comment,0.14,0.41
ATTR_001546,CAM_000326,AUD_000912,Email,2025-04-29 04:27:27,View,0.61,0.45
ATTR_001547,CAM_000192,AUD_001182,Email,2025-01-02 14:17:11,Impression,0.95,0.1
ATTR_001548,CAM_000253,AUD_000423,Digital,2024-11-05 08:24:58,Click,0.37,0.17
ATTR_001549,CAM_000064,AUD_000405,Email,2024-10-29 13:09:41,Comment,0.98,0.14
ATTR_001550,CAM_000164,AUD_000650,Print,2025-07-18 10:32:01,Impression,0.16,0.2
ATTR_001551,CAM_000348,AUD_000529,Digital,2025-07-10 23:07:05,Engagement,0.24,0.07
ATTR_001552,CAM_000323,AUD_000867,Streaming,2025-04-17 11:24:04,Conversion,0.9,0.27
ATTR_001553,CAM_000379,AUD_000451,Retail,2025-06-18 07:59:27,Conversion,0.99,0.17
ATTR_001554,CAM_000395,AUD_000731,Email,2025-07-29 14:59:50,Comment,0.34,0.6
ATTR_001555,CAM_000328,AUD_000001,Email,2025-06-11 15:25:41,Impression,0.36,0.61
ATTR_001556,CAM_000352,AUD_000265,Retail,2025-07-27 16:42:52,Share,0.35,0.44
ATTR_001557,CAM_000148,AUD_000433,TV,2025-04-26 23:04:57,View,1.0,0.65
ATTR_001558,CAM_000341,AUD_000691,TV,2025-03-23 10:37:34,Engagement,0.68,0.19
ATTR_001559,CAM_000099,AUD_000672,Social,2025-05-03 08:19:07,Click,0.33,0.78
ATTR_001560,CAM_000314,AUD_000309,Radio,2025-05-17 01:31:01,Share,0.52,0.65
ATTR_001561,CAM_000236,AUD_001122,Print,2025-02-09 14:02:22,Share,0.99,0.14
ATTR_001562,CAM_000287,AUD_000831,TV,2025-07-05 05:48:20,View,0.29,0.15
ATTR_001563,CAM_000086,AUD_000342,Radio,2025-06-05 16:05:52,Engagement,0.22,0.26
ATTR_001564,CAM_000206,AUD_001014,OOH,2025-06-05 22:44:59,Impression,0.17,0.34
ATTR_001565,CAM_000209,AUD_000466,TV,2025-06-29 18:56:36,Click,0.96,0.42
ATTR_001566,CAM_000077,AUD_000237,Streaming,2025-07-21 17:17:22,Engagement,0.25,0.28
ATTR_001567,CAM_000384,AUD_000571,Digital,2025-01-31 07:54:22,View,0.47,0.56
ATTR_001568,CAM_000196,AUD_000138,OOH,2024-11-29 09:41:40,Engagement,0.14,0.78
ATTR_001569,CAM_000004,AUD_000613,TV,2025-08-03 19:28:57,Share,0.58,0.65
ATTR_001570,CAM_000395,AUD_001164,Social,2025-06-10 17:16:10,Engagement,0.71,0.56
ATTR_001571,CAM_000198,AUD_000811,Digital,2025-07-26 18:33:32,Engagement,0.9,0.43
ATTR_001572,CAM_000315,AUD_000692,Radio,2025-08-25 12:19:36,Conversion,0.95,0.68
ATTR_001573,CAM_000102,AUD_000969,Streaming,2025-04-06 12:39:05,Comment,0.14,0.3
ATTR_001574,CAM_000169,AUD_001148,Retail,2025-06-29 13:50:23,Impression,0.29,0.42
ATTR_001575,CAM_000323,AUD_001166,OOH,2025-01-21 13:38:22,Click,0.36,0.4
ATTR_001576,CAM_000006,AUD_000517,OOH,2025-03-16 05:36:38,View,0.94,0.77
ATTR_001577,CAM_000071,AUD_001165,Streaming,2025-04-18 12:02:21,Click,0.73,0.24
ATTR_001578,CAM_000360,AUD_000710,Email,2025-08-11 15:33:14,Conversion,0.99,0.78
ATTR_001579,CAM_000015,AUD_000519,Social,2024-11-28 06:22:20,Click,0.85,0.08
ATTR_001580,CAM_000278,AUD_000039,Retail,2024-10-17 16:12:49,Comment,0.81,0.37
ATTR_001581,CAM_000371,AUD_001165,TV,2025-04-13 13:52:23,View,0.83,0.7
ATTR_001582,CAM_000257,AUD_001094,Print,2025-05-28 02:47:28,Impression,0.49,0.62
ATTR_001583,CAM_000101,AUD_000402,Retail,2025-05-23 21:18:14,Share,0.92,0.49
ATTR_001584,CAM_000349,AUD_000514,TV,2025-08-09 22:24:18,Share,0.73,0.13
ATTR_001585,CAM_000360,AUD_000948,Radio,2025-08-15 22:38:46,Share,0.25,0.38
ATTR_001586,CAM_000219,AUD_000478,Email,2025-05-03 00:14:34,Conversion,0.4,0.16
ATTR_001587,CAM_000005,AUD_000663,Digital,2025-04-26 00:56:15,Conversion,0.41,0.65
ATTR_001588,CAM_000142,AUD_000322,Print,2024-12-08 17:25:39,Share,0.99,0.27
ATTR_001589,CAM_000346,AUD_000694,Email,2025-07-01 07:38:03,Engagement,0.21,0.26
ATTR_001590,CAM_000195,AUD_000153,Radio,2025-08-19 03:35:45,Impression,0.11,0.13
ATTR_001591,CAM_000096,AUD_001026,Email,2025-03-01 04:24:45,View,0.18,0.23
ATTR_001592,CAM_000063,AUD_001095,Digital,2025-08-26 01:52:54,Impression,0.42,0.69
ATTR_001593,CAM_000266,AUD_000002,Print,2025-03-07 05:54:30,Engagement,0.85,0.7
ATTR_001594,CAM_000081,AUD_000612,Social,2025-07-08 09:33:40,Click,0.62,0.35
ATTR_001595,CAM_000162,AUD_000625,Digital,2025-04-01 20:54:37,Click,0.3,0.06
ATTR_001596,CAM_000045,AUD_000357,Radio,2025-02-25 06:15:33,View,0.21,0.21
ATTR_001597,CAM_000244,AUD_000036,OOH,2025-06-12 01:33:30,Conversion,0.83,0.08
ATTR_001598,CAM_000032,AUD_000323,Digital,2025-05-18 10:27:22,Impression,0.67,0.71
ATTR_001599,CAM_000237,AUD_001160,Social,2024-11-01 04:49:52,View,0.46,0.23
ATTR_001600,CAM_000354,AUD_000291,Retail,2025-01-09 06:32:44,View,0.96,0.06
ATTR_001601,CAM_000264,AUD_000182,Retail,2025-08-31 07:48:55,Engagement,0.8,0.56
ATTR_001602,CAM_000287,AUD_000634,Streaming,2025-07-03 15:29:25,Impression,0.22,0.32
ATTR_001603,CAM_000281,AUD_000317,Email,2025-01-22 22:39:49,View,0.74,0.68
ATTR_001604,CAM_000102,AUD_000151,Digital,2025-03-28 14:27:43,Share,0.33,0.73
ATTR_001605,CAM_000271,AUD_000966,TV,2025-07-31 11:04:44,View,0.5,0.5
ATTR_001606,CAM_000057,AUD_000585,TV,2025-03-01 12:05:25,Click,0.52,0.24
ATTR_001607,CAM_000369,AUD_000166,Digital,2025-07-10 06:05:07,Conversion,0.27,0.41
ATTR_001608,CAM_000397,AUD_001193,OOH,2025-05-11 00:18:49,Impression,0.42,0.5
ATTR_001609,CAM_000179,AUD_000709,TV,2025-07-26 16:52:58,Share,0.85,0.64
ATTR_001610,CAM_000076,AUD_000610,Digital,2025-07-12 23:05:16,Comment,0.77,0.25
ATTR_001611,CAM_000252,AUD_000844,Social,2025-07-08 11:02:58,Click,0.11,0.77
ATTR_001612,CAM_000038,AUD_000346,TV,2025-07-16 18:57:36,Impression,0.21,0.26
ATTR_001613,CAM_000362,AUD_001184,Email,2025-03-28 00:23:34,Impression,0.22,0.72
ATTR_001614,CAM_000282,AUD_001152,Radio,2025-01-06 00:24:00,Engagement,0.16,0.14
ATTR_001615,CAM_000231,AUD_000443,OOH,2025-01-04 16:30:20,Conversion,0.8,0.25
ATTR_001616,CAM_000062,AUD_000820,OOH,2025-07-09 10:36:52,Conversion,0.57,0.61
ATTR_001617,CAM_000190,AUD_000237,Email,2025-07-31 12:29:51,View,0.89,0.51
ATTR_001618,CAM_000227,AUD_000099,Streaming,2025-05-23 15:11:51,Click,0.67,0.33
ATTR_001619,CAM_000015,AUD_001109,TV,2025-07-26 10:13:05,Engagement,0.25,0.65
ATTR_001620,CAM_000088,AUD_001176,OOH,2025-07-30 09:49:59,Impression,0.17,0.41
ATTR_001621,CAM_000357,AUD_001075,Digital,2025-08-21 17:46:35,Click,0.25,0.27
ATTR_001622,CAM_000093,AUD_000471,Digital,2025-05-19 13:50:53,Click,0.72,0.08
ATTR_001623,CAM_000326,AUD_000944,TV,2025-03-19 01:40:51,Share,0.18,0.19
ATTR_001624,CAM_000282,AUD_000275,Streaming,2025-02-28 06:16:05,Click,0.28,0.15
ATTR_001625,CAM_000099,AUD_000926,Retail,2025-07-02 05:30:13,Share,0.3,0.65
ATTR_001626,CAM_000369,AUD_000304,Digital,2025-07-24 11:59:34,Click,0.91,0.44
ATTR_001627,CAM_000096,AUD_000990,TV,2025-07-07 04:52:43,View,0.45,0.16
ATTR_001628,CAM_000142,AUD_000386,OOH,2025-02-19 00:52:16,Share,0.25,0.25
ATTR_001629,CAM_000094,AUD_000899,Social,2025-06-15 00:45:00,Impression,0.76,0.17
ATTR_001630,CAM_000319,AUD_000081,OOH,2025-06-18 23:58:46,Impression,0.82,0.16
ATTR_001631,CAM_000226,AUD_000983,Radio,2025-04-18 18:53:05,Conversion,0.56,0.45
ATTR_001632,CAM_000063,AUD_000580,Social,2025-07-27 07:21:34,Share,0.46,0.24
ATTR_001633,CAM_000297,AUD_000407,Retail,2025-03-28 15:52:25,Engagement,0.64,0.09
ATTR_001634,CAM_000065,AUD_001069,Email,2025-06-08 04:42:11,Impression,0.76,0.25
ATTR_001635,CAM_000149,AUD_000881,Radio,2025-03-21 04:46:14,Engagement,0.41,0.57
ATTR_001636,CAM_000278,AUD_000496,Print,2025-02-26 15:44:30,Share,0.99,0.49
ATTR_001637,CAM_000032,AUD_001116,Retail,2025-06-03 16:21:31,Impression,0.46,0.57
ATTR_001638,CAM_000362,AUD_000248,TV,2025-08-14 04:26:14,Engagement,0.99,0.41
ATTR_001639,CAM_000293,AUD_000132,Email,2025-08-04 20:07:07,Conversion,0.24,0.37
ATTR_001640,CAM_000062,AUD_000973,TV,2025-08-06 21:55:49,View,0.67,0.64
ATTR_001641,CAM_000121,AUD_000712,Social,2025-07-24 03:37:16,View,0.1,0.24
ATTR_001642,CAM_000222,AUD_000730,Digital,2025-03-19 04:41:31,Click,1.0,0.51
ATTR_001643,CAM_000265,AUD_000353,Email,2025-03-16 16:39:46,View,0.52,0.29
ATTR_001644,CAM_000182,AUD_000556,Email,2025-01-23 14:23:30,Click,0.99,0.11
ATTR_001645,CAM_000398,AUD_000780,Email,2025-06-25 13:09:49,Comment,0.21,0.22
ATTR_001646,CAM_000281,AUD_000727,Streaming,2025-07-18 09:02:38,Engagement,0.49,0.64
ATTR_001647,CAM_000263,AUD_000541,Email,2024-12-31 17:00:19,Click,0.36,0.2
ATTR_001648,CAM_000190,AUD_000986,TV,2025-01-01 00:17:44,Conversion,0.98,0.7
ATTR_001649,CAM_000243,AUD_000648,Social,2025-03-27 02:27:40,Impression,0.29,0.41
ATTR_001650,CAM_000244,AUD_001185,Retail,2024-12-06 05:20:46,Comment,0.86,0.29
ATTR_001651,CAM_000397,AUD_000458,TV,2025-02-27 03:17:04,Conversion,0.43,0.52
ATTR_001652,CAM_000214,AUD_000210,Social,2025-07-30 15:50:44,Conversion,0.1,0.1
ATTR_001653,CAM_000192,AUD_000838,Social,2025-01-12 04:37:55,Impression,0.51,0.78
ATTR_001654,CAM_000357,AUD_000487,Email,2025-08-19 16:59:37,Comment,0.92,0.47
ATTR_001655,CAM_000257,AUD_000282,Radio,2025-08-07 15:11:08,Conversion,0.65,0.45
ATTR_001656,CAM_000156,AUD_000721,Radio,2025-05-05 06:18:02,Impression,0.12,0.28
ATTR_001657,CAM_000056,AUD_000645,Email,2025-06-13 05:36:55,Comment,0.54,0.5
ATTR_001658,CAM_000015,AUD_000574,Email,2025-03-06 01:18:31,Comment,0.15,0.34
ATTR_001659,CAM_000398,AUD_000820,OOH,2025-07-09 14:44:20,Comment,0.69,0.5
ATTR_001660,CAM_000373,AUD_000367,Retail,2025-06-10 11:15:32,Share,0.33,0.78
ATTR_001661,CAM_000117,AUD_000264,Social,2025-01-27 20:50:04,View,0.6,0.06
ATTR_001662,CAM_000308,AUD_000107,Retail,2025-05-18 04:04:42,Engagement,0.59,0.6
ATTR_001663,CAM_000023,AUD_001037,Retail,2025-08-14 03:39:03,Comment,0.1,0.24
ATTR_001664,CAM_000102,AUD_000543,OOH,2025-06-22 14:19:05,Comment,0.34,0.75
ATTR_001665,CAM_000251,AUD_000994,OOH,2025-03-20 23:18:41,Conversion,0.24,0.43
ATTR_001666,CAM_000218,AUD_000319,Retail,2025-07-20 04:08:34,Impression,0.93,0.44
ATTR_001667,CAM_000037,AUD_000607,TV,2025-01-06 09:16:20,Conversion,0.21,0.53
ATTR_001668,CAM_000057,AUD_000553,OOH,2025-07-21 22:52:27,Click,0.5,0.79
ATTR_001669,CAM_000395,AUD_000406,Radio,2025-03-19 13:01:58,Impression,0.95,0.49
ATTR_001670,CAM_000285,AUD_000498,Radio,2025-06-25 23:58:49,Click,0.31,0.16
ATTR_001671,CAM_000319,AUD_000881,OOH,2025-03-16 11:34:58,Engagement,0.39,0.38
ATTR_001672,CAM_000376,AUD_000982,Social,2025-07-11 03:02:08,Comment,0.89,0.58
ATTR_001673,CAM_000332,AUD_000703,Radio,2025-06-21 14:39:14,Impression,0.62,0.08
ATTR_001674,CAM_000057,AUD_001116,Retail,2025-02-13 08:08:14,Impression,0.56,0.79
ATTR_001675,CAM_000205,AUD_000328,Social,2025-05-18 07:23:33,Conversion,0.17,0.52
ATTR_001676,CAM_000253,AUD_000908,Retail,2025-08-01 10:26:43,Click,0.33,0.69
ATTR_001677,CAM_000054,AUD_000549,Print,2025-08-07 10:38:26,Engagement,0.16,0.54
ATTR_001678,CAM_000035,AUD_000895,Retail,2025-07-16 03:51:26,Impression,0.25,0.7
ATTR_001679,CAM_000248,AUD_000431,Radio,2025-08-10 18:05:13,Click,0.67,0.79
ATTR_001680,CAM_000310,AUD_000031,Streaming,2025-05-12 04:28:50,Click,0.29,0.58
ATTR_001681,CAM_000117,AUD_000789,Retail,2025-01-22 00:47:42,Engagement,0.36,0.48
ATTR_001682,CAM_000132,AUD_000746,TV,2025-05-31 22:36:03,View,0.37,0.13
ATTR_001683,CAM_000232,AUD_000851,OOH,2025-06-13 07:02:33,Comment,0.44,0.71
ATTR_001684,CAM_000003,AUD_000479,Retail,2025-04-17 01:17:58,Conversion,0.64,0.25
ATTR_001685,CAM_000351,AUD_000135,Streaming,2025-02-20 01:29:27,Impression,0.21,0.48
ATTR_001686,CAM_000207,AUD_000600,Retail,2025-06-09 06:33:50,View,0.6,0.24
ATTR_001687,CAM_000010,AUD_001105,Print,2025-05-25 08:20:58,Comment,0.53,0.27
ATTR_001688,CAM_000342,AUD_000448,TV,2025-04-11 16:37:21,Impression,0.72,0.54
ATTR_001689,CAM_000219,AUD_000740,Email,2025-06-12 08:54:04,Share,0.55,0.44
ATTR_001690,CAM_000151,AUD_000905,Print,2025-08-17 22:56:33,Conversion,0.38,0.11
ATTR_001691,CAM_000124,AUD_000302,Email,2025-07-25 11:39:15,Comment,0.92,0.19
ATTR_001692,CAM_000235,AUD_000448,Streaming,2025-08-10 23:50:40,Comment,0.2,0.17
ATTR_001693,CAM_000286,AUD_000327,Email,2025-06-20 01:12:53,Conversion,0.31,0.05
ATTR_001694,CAM_000357,AUD_000564,Streaming,2025-08-05 13:41:00,Engagement,0.64,0.2
ATTR_001695,CAM_000212,AUD_000906,TV,2025-07-02 20:19:02,Conversion,0.49,0.17
ATTR_001696,CAM_000183,AUD_000805,OOH,2025-06-11 19:08:41,Impression,0.6,0.49
ATTR_001697,CAM_000064,AUD_001197,OOH,2025-02-08 15:24:59,Share,0.35,0.34
ATTR_001698,CAM_000256,AUD_000201,Retail,2025-08-19 09:04:06,Comment,0.21,0.69
ATTR_001699,CAM_000252,AUD_000357,Digital,2025-05-19 21:53:00,Click,0.99,0.23
ATTR_001700,CAM_000155,AUD_001054,Print,2025-05-28 19:59:44,Comment,0.51,0.45
ATTR_001701,CAM_000269,AUD_001029,Radio,2025-06-21 22:32:28,Click,0.54,0.47
ATTR_001702,CAM_000127,AUD_001083,Streaming,2025-08-04 19:11:22,Comment,0.81,0.49
ATTR_001703,CAM_000356,AUD_000821,Digital,2025-08-08 06:47:41,Click,0.66,0.79
ATTR_001704,CAM_000005,AUD_000324,Streaming,2025-04-09 14:19:39,Engagement,0.33,0.36
ATTR_001705,CAM_000218,AUD_000924,Streaming,2025-06-29 03:39:13,Conversion,0.32,0.69
ATTR_001706,CAM_000077,AUD_001090,Print,2025-07-27 00:01:34,Click,0.37,0.8
ATTR_001707,CAM_000320,AUD_000371,Digital,2025-06-30 21:13:16,Conversion,0.85,0.67
ATTR_001708,CAM_000116,AUD_000271,Digital,2025-07-10 03:59:34,Share,0.87,0.62
ATTR_001709,CAM_000040,AUD_000653,Digital,2025-04-06 09:28:59,Click,0.9,0.31
ATTR_001710,CAM_000252,AUD_001063,Streaming,2025-08-19 13:05:08,Impression,0.96,0.46
ATTR_001711,CAM_000281,AUD_000126,Digital,2025-04-01 10:01:43,Comment,0.13,0.57
ATTR_001712,CAM_000145,AUD_000026,Radio,2025-05-08 01:09:26,Conversion,0.22,0.56
ATTR_001713,CAM_000316,AUD_000137,Retail,2025-07-11 09:28:07,View,0.33,0.14
ATTR_001714,CAM_000284,AUD_000848,TV,2025-02-24 10:22:33,Impression,0.46,0.23
ATTR_001715,CAM_000009,AUD_000608,TV,2025-04-10 00:56:53,View,0.37,0.32
ATTR_001716,CAM_000192,AUD_000306,Print,2025-01-17 14:29:22,Impression,0.35,0.75
ATTR_001717,CAM_000207,AUD_001003,Digital,2025-07-30 17:37:37,Engagement,0.55,0.43
ATTR_001718,CAM_000119,AUD_000510,Retail,2025-07-11 23:32:37,Share,0.44,0.74
ATTR_001719,CAM_000294,AUD_000887,Print,2024-10-21 15:09:13,Click,0.1,0.29
ATTR_001720,CAM_000206,AUD_000970,Radio,2025-07-30 08:55:15,Impression,0.15,0.2
ATTR_001721,CAM_000206,AUD_000621,OOH,2025-06-26 03:05:11,Conversion,0.62,0.14
ATTR_001722,CAM_000120,AUD_000031,TV,2025-07-18 04:12:03,Engagement,0.37,0.17
ATTR_001723,CAM_000265,AUD_000825,Streaming,2025-03-18 21:13:51,View,0.15,0.3
ATTR_001724,CAM_000003,AUD_000853,Email,2025-03-01 22:34:26,Click,0.94,0.43
ATTR_001725,CAM_000245,AUD_001013,Print,2025-05-04 13:48:03,Engagement,0.27,0.13
ATTR_001726,CAM_000224,AUD_000152,Email,2025-02-10 12:17:13,Share,0.49,0.24
ATTR_001727,CAM_000027,AUD_000763,Social,2025-05-20 02:58:19,Engagement,0.48,0.78
ATTR_001728,CAM_000355,AUD_000522,Streaming,2025-07-20 01:23:12,Impression,0.2,0.35
ATTR_001729,CAM_000091,AUD_000687,Digital,2025-07-11 10:02:14,View,0.46,0.1
ATTR_001730,CAM_000230,AUD_000458,Retail,2025-04-18 07:57:39,Comment,0.74,0.77
ATTR_001731,CAM_000091,AUD_000131,Retail,2025-07-05 15:42:01,Conversion,0.92,0.46
ATTR_001732,CAM_000045,AUD_000554,Radio,2025-01-05 20:35:49,Comment,0.54,0.48
ATTR_001733,CAM_000167,AUD_000824,TV,2025-04-23 15:43:43,Impression,0.48,0.07
ATTR_001734,CAM_000124,AUD_000956,OOH,2025-05-09 18:44:58,View,0.79,0.43
ATTR_001735,CAM_000093,AUD_000517,Digital,2025-03-11 10:22:26,View,0.86,0.65
ATTR_001736,CAM_000063,AUD_000370,Radio,2025-08-23 22:41:52,Share,0.31,0.15
ATTR_001737,CAM_000206,AUD_000232,Retail,2025-06-26 02:07:55,Share,0.76,0.39
ATTR_001738,CAM_000119,AUD_000976,Streaming,2025-07-24 14:09:36,Impression,0.69,0.57
ATTR_001739,CAM_000059,AUD_000592,TV,2025-04-15 10:08:30,Click,0.14,0.18
ATTR_001740,CAM_000358,AUD_000120,Digital,2025-07-16 09:02:44,Share,0.99,0.43
ATTR_001741,CAM_000366,AUD_000533,Email,2025-03-20 22:38:41,Engagement,0.27,0.69
ATTR_001742,CAM_000191,AUD_000651,OOH,2025-06-30 12:37:08,Comment,0.71,0.64
ATTR_001743,CAM_000332,AUD_001010,Radio,2025-05-30 06:45:51,Impression,0.27,0.52
ATTR_001744,CAM_000092,AUD_000653,Retail,2025-03-29 00:22:54,View,0.74,0.17
ATTR_001745,CAM_000166,AUD_000360,Streaming,2025-06-11 13:00:27,Share,0.17,0.6
ATTR_001746,CAM_000380,AUD_000811,OOH,2025-05-09 01:31:41,Share,0.97,0.7
ATTR_001747,CAM_000203,AUD_000821,Radio,2025-06-17 09:01:24,Impression,0.1,0.61
ATTR_001748,CAM_000329,AUD_001076,TV,2025-04-10 12:05:39,View,0.98,0.26
ATTR_001749,CAM_000263,AUD_000809,Radio,2025-06-09 11:13:23,Click,0.47,0.44
ATTR_001750,CAM_000044,AUD_001129,Print,2025-08-06 10:24:45,Share,1.0,0.29
ATTR_001751,CAM_000316,AUD_000082,TV,2025-08-27 09:48:24,Conversion,0.1,0.67
ATTR_001752,CAM_000185,AUD_001152,Retail,2025-08-10 16:08:22,Conversion,0.79,0.23
ATTR_001753,CAM_000349,AUD_000708,Print,2025-08-07 14:20:38,Comment,0.39,0.36
ATTR_001754,CAM_000210,AUD_000812,Print,2025-03-26 22:53:09,Click,0.28,0.57
ATTR_001755,CAM_000283,AUD_000020,Digital,2025-08-25 21:07:08,Impression,0.33,0.4
ATTR_001756,CAM_000053,AUD_000802,OOH,2025-05-28 19:12:11,Engagement,0.65,0.4
ATTR_001757,CAM_000064,AUD_000635,Print,2025-04-03 04:05:59,Impression,0.97,0.07
ATTR_001758,CAM_000203,AUD_000380,Radio,2025-03-09 04:40:28,Share,0.7,0.1
ATTR_001759,CAM_000138,AUD_001120,Digital,2025-06-04 09:39:24,Comment,0.55,0.11
ATTR_001760,CAM_000234,AUD_000588,Radio,2025-01-24 15:14:09,Impression,0.49,0.35
ATTR_001761,CAM_000092,AUD_000870,Retail,2025-03-25 19:19:32,Conversion,0.61,0.78
ATTR_001762,CAM_000103,AUD_000012,Streaming,2025-08-15 15:44:22,Click,0.29,0.1
ATTR_001763,CAM_000364,AUD_001162,Radio,2025-08-03 15:01:26,Share,0.88,0.34
ATTR_001764,CAM_000204,AUD_001172,OOH,2025-08-02 06:42:02,Conversion,0.41,0.32
ATTR_001765,CAM_000357,AUD_000799,TV,2025-08-25 03:55:45,Engagement,0.35,0.34
