performance_id,campaign_id,segment_id,creative_id,media_channel,impressions,clicks,conversions,cost,ROI,CTR
PERF_001042,CAM_000331,SEG_001192,CRE_001291,Email,16684,534,7,150.63,3.79,0.032
PERF_001043,CAM_000354,SEG_001862,CRE_001361,Streaming,74176,433,12,1021.83,-0.17,0.0058
PERF_001044,CAM_000341,SEG_002711,CRE_001323,Social,82137,1792,47,522.9,12.05,0.0218
PERF_001045,CAM_000054,SEG_002879,CRE_000216,Retail,14937,207,6,130.69,2.54,0.0139
PERF_001046,CAM_000143,SEG_001835,CRE_000570,Radio,87204,1028,25,417.86,9.98,0.0118
PERF_001047,CAM_000313,SEG_002665,CRE_001238,Digital,49684,257,6,156.1,2.23,0.0052
PERF_001048,CAM_000119,SEG_002825,CRE_000473,Print,38810,687,12,312.26,2.25,0.0177
PERF_001049,CAM_000093,SEG_000460,CRE_000371,Streaming,39274,428,5,428.11,1.1,0.0109
PERF_001050,CAM_000169,SEG_002490,CRE_000674,Email,28017,817,16,228.95,11.77,0.0292
PERF_001051,CAM_000112,SEG_001608,CRE_000445,Digital,32421,183,3,134.67,1.18,0.0057
PERF_001052,CAM_000145,SEG_002037,CRE_000577,OOH,35629,543,18,184.08,11.08,0.0152
PERF_001053,CAM_000074,SEG_001335,CRE_000295,Streaming,53435,280,5,571.36,0.63,0.0052
PERF_001054,CAM_000305,SEG_002080,CRE_001213,OOH,37614,628,21,305.34,9.52,0.0167
PERF_001055,CAM_000137,SEG_000834,CRE_000546,Print,37651,456,18,357.54,4.26,0.0121
PERF_001056,CAM_000386,SEG_002544,CRE_001456,Radio,52060,388,5,239.33,0.51,0.0075
PERF_001057,CAM_000069,SEG_001708,CRE_000274,Print,60580,1070,51,382.18,22.23,0.0177
PERF_001058,CAM_000210,SEG_000648,CRE_000839,OOH,9062,57,1,60.41,0.85,0.0063
PERF_001059,CAM_000113,SEG_001800,CRE_000449,Digital,19667,122,4,93.33,6.09,0.0062
PERF_001060,CAM_000179,SEG_001835,CRE_000715,Retail,9782,92,2,77.24,0.39,0.0095
PERF_001061,CAM_000175,SEG_001148,CRE_000700,Social,30340,742,20,390.14,6.09,0.0245
PERF_001062,CAM_000309,SEG_001870,CRE_001226,Streaming,92223,1063,30,1130.24,3.57,0.0115
PERF_001063,CAM_000295,SEG_001003,CRE_001179,Print,87312,1622,65,328.84,10.03,0.0186
PERF_001064,CAM_000303,SEG_001908,CRE_001208,Email,23663,265,4,193.35,2.29,0.0112
PERF_001065,CAM_000040,SEG_002384,CRE_000157,OOH,66551,822,14,467.07,4.38,0.0124
PERF_001066,CAM_000325,SEG_000906,CRE_001275,Digital,10732,65,3,57.15,7.56,0.0061
PERF_001067,CAM_000073,SEG_001574,CRE_000291,Print,85241,1663,54,495.99,8.03,0.0195
PERF_001068,CAM_000060,SEG_002754,CRE_000240,TV,47303,835,34,1463.37,1.77,0.0177
PERF_001069,CAM_000154,SEG_001225,CRE_000615,Print,69592,706,35,159.69,19.63,0.0101
PERF_001070,CAM_000362,SEG_002526,CRE_001386,Retail,60850,995,40,410.07,12.44,0.0164
PERF_001071,CAM_000205,SEG_002652,CRE_000817,Streaming,51851,924,41,1224.5,4.2,0.0178
PERF_001072,CAM_000021,SEG_002497,CRE_000084,Email,59313,1316,59,388.86,18.87,0.0222
PERF_001073,CAM_000119,SEG_001570,CRE_000476,Print,96991,1568,44,525.83,11.01,0.0162
PERF_001074,CAM_000118,SEG_001580,CRE_000472,Radio,17788,215,5,38.2,21.29,0.0121
PERF_001075,CAM_000189,SEG_001480,CRE_000754,TV,34663,178,5,618.94,-0.36,0.0051
PERF_001076,CAM_000119,SEG_002091,CRE_000474,Email,76197,497,6,345.86,0.26,0.0065
PERF_001077,CAM_000341,SEG_002229,CRE_001323,Digital,1585,20,0,7.63,-1.0,0.0131
PERF_001078,CAM_000248,SEG_002037,CRE_000990,Email,96201,2576,95,287.54,41.12,0.0268
PERF_001079,CAM_000213,SEG_001531,CRE_000849,Streaming,55291,630,7,694.81,0.47,0.0114
PERF_001080,CAM_000288,SEG_000538,CRE_001149,TV,19972,151,7,638.82,0.03,0.0076
PERF_001081,CAM_000222,SEG_001589,CRE_000888,Streaming,92298,1033,14,1890.61,-0.23,0.0112
PERF_001082,CAM_000204,SEG_001774,CRE_000816,Print,25008,443,10,149.62,2.87,0.0177
PERF_001083,CAM_000279,SEG_000895,CRE_001116,Email,27359,298,9,97.99,16.94,0.0109
PERF_001084,CAM_000268,SEG_002991,CRE_001070,Retail,4315,61,2,15.09,13.48,0.0143
PERF_001085,CAM_000040,SEG_002453,CRE_000160,OOH,54113,892,29,266.39,11.7,0.0165
PERF_001086,CAM_000086,SEG_001215,CRE_000344,OOH,28483,500,16,274.59,10.23,0.0176
PERF_001087,CAM_000366,SEG_002782,CRE_001397,OOH,4385,69,3,19.29,10.38,0.0158
PERF_001088,CAM_000069,SEG_002541,CRE_000274,Print,36111,639,16,166.8,5.83,0.0177
PERF_001089,CAM_000236,SEG_001692,CRE_000941,Retail,62777,418,14,596.13,2.65,0.0067
PERF_001090,CAM_000277,SEG_001679,CRE_001108,TV,65240,553,21,2162.95,-0.45,0.0085
PERF_001091,CAM_000230,SEG_000325,CRE_000918,OOH,62586,690,32,148.44,15.56,0.011
PERF_001092,CAM_000013,SEG_000057,CRE_000051,Social,91299,1735,38,575.86,7.36,0.019
PERF_001093,CAM_000128,SEG_000560,CRE_000509,Radio,42887,330,3,192.41,0.17,0.0077
PERF_001094,CAM_000173,SEG_001065,CRE_000689,Print,25371,367,5,201.1,3.58,0.0145
PERF_001095,CAM_000185,SEG_000694,CRE_000740,Retail,85765,1484,49,244.2,35.64,0.0173
PERF_001096,CAM_000207,SEG_002332,CRE_000825,Radio,35207,359,8,158.61,4.89,0.0102
PERF_001097,CAM_000164,SEG_001596,CRE_000655,Print,94904,1347,25,420.0,7.35,0.0142
PERF_001098,CAM_000014,SEG_001326,CRE_000054,Digital,54426,352,16,373.01,3.53,0.0065
PERF_001099,CAM_000079,SEG_002012,CRE_000313,TV,96593,1444,25,3620.59,-0.36,0.015
PERF_001100,CAM_000006,SEG_000805,CRE_000021,Print,14259,135,5,86.72,10.07,0.0095
PERF_001101,CAM_000296,SEG_002165,CRE_001183,Retail,60349,337,12,513.35,0.24,0.0056
PERF_001102,CAM_000295,SEG_002449,CRE_001179,Email,15897,342,5,132.03,3.58,0.0216
PERF_001103,CAM_000133,SEG_000246,CRE_000529,Retail,76824,451,6,217.9,3.1,0.0059
PERF_001104,CAM_000218,SEG_001040,CRE_000869,Email,81529,539,26,626.29,6.68,0.0066
PERF_001105,CAM_000264,SEG_001913,CRE_001055,Radio,71637,1355,23,200.87,15.79,0.0189
PERF_001106,CAM_000248,SEG_001887,CRE_000992,TV,45085,354,13,1513.84,-0.14,0.0079
PERF_001107,CAM_000373,SEG_002945,CRE_001419,Email,92018,2757,65,721.56,6.91,0.03
PERF_001108,CAM_000296,SEG_000740,CRE_001183,OOH,85067,1640,31,676.42,4.47,0.0193
PERF_001109,CAM_000104,SEG_002022,CRE_000416,Social,68344,346,3,960.07,-0.72,0.0051
PERF_001110,CAM_000085,SEG_000794,CRE_000338,Print,96529,1475,70,877.89,10.59,0.0153
PERF_001111,CAM_000005,SEG_000505,CRE_000017,Retail,18472,353,15,174.64,3.73,0.0191
PERF_001112,CAM_000367,SEG_002853,CRE_001399,Email,51690,823,20,391.32,6.88,0.0159
PERF_001113,CAM_000133,SEG_000915,CRE_000532,Email,64680,1339,46,283.75,11.17,0.0207
PERF_001114,CAM_000033,SEG_000382,CRE_000131,Retail,58404,856,22,263.91,14.39,0.0147
PERF_001115,CAM_000087,SEG_000899,CRE_000347,Radio,12087,188,3,56.41,5.01,0.0156
PERF_001116,CAM_000098,SEG_001870,CRE_000389,Streaming,24268,223,3,508.16,-0.3,0.0092
PERF_001117,CAM_000130,SEG_000631,CRE_000518,OOH,92172,1429,70,525.34,6.63,0.0155
PERF_001118,CAM_000335,SEG_001342,CRE_001304,Social,93770,539,21,1322.04,1.03,0.0057
PERF_001119,CAM_000064,SEG_001110,CRE_000254,OOH,21453,264,5,110.01,6.98,0.0123
PERF_001120,CAM_000169,SEG_002009,CRE_000676,Retail,16326,137,5,82.79,8.53,0.0084
PERF_001121,CAM_000357,SEG_000023,CRE_001369,Streaming,42933,812,37,784.48,5.89,0.0189
PERF_001122,CAM_000068,SEG_002371,CRE_000270,Digital,81390,817,9,236.84,1.33,0.01
PERF_001123,CAM_000106,SEG_000920,CRE_000424,OOH,5001,43,0,38.01,-1.0,0.0088
PERF_001124,CAM_000210,SEG_002107,CRE_000839,TV,66042,493,10,1048.22,-0.32,0.0075
PERF_001125,CAM_000097,SEG_001874,CRE_000385,Retail,44906,307,10,386.65,2.68,0.0069
PERF_001126,CAM_000368,SEG_002761,CRE_001402,Digital,71381,879,20,307.07,8.36,0.0123
PERF_001127,CAM_000062,SEG_000992,CRE_000245,Print,6191,90,1,37.8,1.1,0.0147
PERF_001128,CAM_000390,SEG_002990,CRE_001469,Retail,71096,1343,57,584.79,9.16,0.0189
PERF_001129,CAM_000049,SEG_001606,CRE_000196,Digital,70454,944,46,535.92,11.1,0.0134
PERF_001130,CAM_000163,SEG_001428,CRE_000652,Digital,17380,105,3,96.98,2.08,0.0061
PERF_001131,CAM_000204,SEG_000324,CRE_000815,Streaming,44802,480,12,929.94,0.97,0.0107
PERF_001132,CAM_000228,SEG_002513,CRE_000909,Streaming,28649,258,3,693.06,-0.7,0.009
PERF_001133,CAM_000332,SEG_000604,CRE_001295,Email,90741,2745,34,377.5,15.0,0.0303
PERF_001134,CAM_000330,SEG_002257,CRE_001290,Radio,83136,641,17,432.55,5.03,0.0077
PERF_001135,CAM_000149,SEG_001466,CRE_000594,Radio,6646,113,2,27.18,8.39,0.0171
PERF_001136,CAM_000311,SEG_001376,CRE_001231,Email,83858,2365,104,427.33,13.0,0.0282
PERF_001137,CAM_000297,SEG_000985,CRE_001187,Email,63266,1293,40,433.28,11.62,0.0205
PERF_001138,CAM_000338,SEG_002546,CRE_001312,Email,40914,1146,50,211.31,16.01,0.028
PERF_001139,CAM_000297,SEG_001590,CRE_001188,TV,75853,1102,37,1229.71,3.57,0.0145
PERF_001140,CAM_000054,SEG_000544,CRE_000216,Email,76213,1792,31,152.97,32.58,0.0235
PERF_001141,CAM_000256,SEG_001905,CRE_001022,Social,7695,120,5,106.11,3.69,0.0157
PERF_001142,CAM_000084,SEG_000082,CRE_000334,Social,28103,254,6,395.24,0.78,0.0091
PERF_001143,CAM_000073,SEG_001416,CRE_000289,OOH,76795,541,10,342.55,3.55,0.0071
PERF_001144,CAM_000376,SEG_000591,CRE_001426,OOH,78062,1130,46,245.7,14.55,0.0145
PERF_001145,CAM_000072,SEG_001019,CRE_000287,Radio,69165,1131,34,282.22,16.68,0.0164
PERF_001146,CAM_000009,SEG_002827,CRE_000036,Retail,11351,128,3,38.81,3.99,0.0113
PERF_001147,CAM_000058,SEG_002752,CRE_000230,Streaming,98571,1735,75,1467.8,6.55,0.0176
PERF_001148,CAM_000342,SEG_001270,CRE_001326,Email,99644,1546,24,437.37,5.1,0.0155
PERF_001149,CAM_000010,SEG_000300,CRE_000038,Streaming,51970,908,12,522.45,0.5,0.0175
PERF_001150,CAM_000249,SEG_001975,CRE_000993,OOH,31339,163,5,220.81,3.33,0.0052
PERF_001151,CAM_000156,SEG_002890,CRE_000622,Print,2364,27,1,7.98,11.05,0.0117
PERF_001152,CAM_000334,SEG_000997,CRE_001301,Digital,89470,1152,11,341.81,0.71,0.0129
PERF_001153,CAM_000039,SEG_000649,CRE_000155,OOH,73844,748,20,565.77,4.16,0.0101
PERF_001154,CAM_000348,SEG_000841,CRE_001344,Retail,27212,299,6,133.81,1.46,0.011
PERF_001155,CAM_000310,SEG_000641,CRE_001229,TV,33933,291,13,957.67,0.56,0.0086
PERF_001156,CAM_000220,SEG_001741,CRE_000877,OOH,58492,595,12,535.93,3.37,0.0102
PERF_001157,CAM_000358,SEG_002055,CRE_001374,Social,51174,503,20,332.99,7.13,0.0098
PERF_001158,CAM_000049,SEG_002142,CRE_000194,Print,67506,1187,20,612.38,5.04,0.0176
PERF_001159,CAM_000308,SEG_002703,CRE_001222,TV,91150,1173,56,3219.5,0.05,0.0129
PERF_001160,CAM_000195,SEG_001247,CRE_000780,Streaming,68523,825,40,1491.08,3.18,0.012
PERF_001161,CAM_000377,SEG_001952,CRE_001429,Social,82453,625,26,792.83,4.48,0.0076
PERF_001162,CAM_000157,SEG_000366,CRE_000625,Print,37724,277,11,228.81,5.13,0.0074
PERF_001163,CAM_000122,SEG_000720,CRE_000487,Digital,35708,404,14,250.15,5.42,0.0113
PERF_001164,CAM_000394,SEG_002568,CRE_001480,Retail,95191,1434,53,564.01,17.08,0.0151
PERF_001165,CAM_000252,SEG_001021,CRE_001008,Digital,34516,471,15,217.18,8.72,0.0136
PERF_001166,CAM_000045,SEG_002660,CRE_000178,Social,31213,242,11,445.27,0.5,0.0078
PERF_001167,CAM_000368,SEG_001651,CRE_001404,Retail,53979,286,7,459.06,0.1,0.0053
PERF_001168,CAM_000130,SEG_001835,CRE_000517,Radio,4537,85,3,23.83,12.06,0.0189
PERF_001169,CAM_000086,SEG_002146,CRE_000344,Print,11940,222,10,94.25,5.81,0.0186
PERF_001170,CAM_000114,SEG_001133,CRE_000456,Email,89501,2466,40,421.71,16.99,0.0276
PERF_001171,CAM_000164,SEG_000760,CRE_000656,Print,23180,144,3,134.5,0.27,0.0063
PERF_001172,CAM_000153,SEG_003001,CRE_000609,TV,39970,288,4,745.91,-0.19,0.0072
PERF_001173,CAM_000193,SEG_001291,CRE_000769,Digital,56365,321,8,199.44,2.79,0.0057
PERF_001174,CAM_000391,SEG_000110,CRE_001473,TV,58499,433,12,1452.82,-0.11,0.0074
PERF_001175,CAM_000006,SEG_002825,CRE_000021,Radio,95152,786,34,659.77,5.29,0.0083
PERF_001176,CAM_000108,SEG_002167,CRE_000430,OOH,38211,464,11,297.06,5.2,0.0122
PERF_001177,CAM_000242,SEG_002020,CRE_000968,OOH,25305,242,9,231.71,1.93,0.0096
PERF_001178,CAM_000160,SEG_002089,CRE_000639,Streaming,24090,426,15,472.32,4.26,0.0177
PERF_001179,CAM_000069,SEG_000435,CRE_000274,Email,19955,355,5,84.54,8.29,0.0178
PERF_001180,CAM_000284,SEG_002509,CRE_001134,OOH,59758,844,28,256.51,20.68,0.0141
PERF_001181,CAM_000038,SEG_002069,CRE_000151,Retail,91836,1635,42,588.8,4.47,0.0178
PERF_001182,CAM_000178,SEG_001877,CRE_000711,Print,12830,203,4,29.44,14.46,0.0159
PERF_001183,CAM_000074,SEG_000769,CRE_000294,Radio,69315,1320,39,286.2,7.28,0.0191
PERF_001184,CAM_000082,SEG_001551,CRE_000328,Retail,61312,374,17,293.03,5.31,0.0061
PERF_001185,CAM_000330,SEG_000796,CRE_001289,Email,97883,1720,39,923.95,1.27,0.0176
PERF_001186,CAM_000057,SEG_001077,CRE_000228,Radio,17879,224,8,107.44,12.56,0.0125
PERF_001187,CAM_000238,SEG_001227,CRE_000952,OOH,2016,13,0,10.09,-1.0,0.0067
PERF_001188,CAM_000078,SEG_000068,CRE_000310,Social,26310,331,9,139.52,5.82,0.0126
PERF_001189,CAM_000360,SEG_001000,CRE_001380,Email,10457,117,3,70.51,7.16,0.0113
PERF_001190,CAM_000071,SEG_002825,CRE_000282,Social,43960,478,9,505.44,0.07,0.0109
PERF_001191,CAM_000010,SEG_002411,CRE_000040,Retail,48106,633,20,256.15,11.19,0.0132
PERF_001192,CAM_000312,SEG_001451,CRE_001236,Radio,19081,178,7,89.99,3.35,0.0094
PERF_001193,CAM_000162,SEG_001137,CRE_000648,Streaming,98861,1672,18,1580.53,0.22,0.0169
PERF_001194,CAM_000007,SEG_001669,CRE_000026,Radio,73896,938,31,484.03,8.36,0.0127
PERF_001195,CAM_000297,SEG_000865,CRE_001187,Email,12170,183,5,74.13,4.02,0.0151
PERF_001196,CAM_000251,SEG_001535,CRE_001002,TV,23093,153,4,778.8,-0.43,0.0067
PERF_001197,CAM_000023,SEG_002722,CRE_000089,Digital,71642,794,37,221.49,29.37,0.0111
PERF_001198,CAM_000132,SEG_000384,CRE_000527,Email,80425,1352,32,440.41,9.79,0.0168
PERF_001199,CAM_000049,SEG_002711,CRE_000194,OOH,73342,488,19,677.48,1.94,0.0067
PERF_001200,CAM_000362,SEG_001058,CRE_001384,Email,92577,985,24,249.38,15.09,0.0106
PERF_001201,CAM_000124,SEG_001295,CRE_000495,Email,29890,349,8,241.95,4.86,0.0117
PERF_001202,CAM_000146,SEG_001252,CRE_000584,Social,38059,545,11,210.26,3.93,0.0143
PERF_001203,CAM_000221,SEG_000581,CRE_000882,OOH,72729,1178,24,343.96,6.63,0.0162
PERF_001204,CAM_000034,SEG_002998,CRE_000133,Streaming,44134,838,21,868.44,3.45,0.019
PERF_001205,CAM_000308,SEG_000014,CRE_001222,Print,41287,622,15,251.48,9.58,0.0151
PERF_001206,CAM_000015,SEG_001711,CRE_000057,Streaming,62735,1191,19,1521.49,0.34,0.019
PERF_001207,CAM_000146,SEG_000393,CRE_000583,OOH,30821,161,3,195.09,-0.17,0.0053
PERF_001208,CAM_000309,SEG_001870,CRE_001226,OOH,96774,1518,23,938.08,2.05,0.0157
PERF_001209,CAM_000058,SEG_000052,CRE_000230,Print,82913,1397,46,428.01,10.39,0.0169
PERF_001210,CAM_000055,SEG_000625,CRE_000217,OOH,39293,712,25,177.39,18.35,0.0181
PERF_001211,CAM_000280,SEG_002838,CRE_001119,Email,35918,390,12,233.33,7.95,0.0109
PERF_001212,CAM_000371,SEG_000928,CRE_001411,Email,3955,99,4,16.57,40.96,0.025
PERF_001213,CAM_000239,SEG_001532,CRE_000955,Radio,46516,893,37,361.6,16.32,0.0192
PERF_001214,CAM_000284,SEG_000807,CRE_001133,Streaming,45869,665,25,856.45,3.07,0.0145
PERF_001215,CAM_000340,SEG_001921,CRE_001318,Digital,70391,408,19,176.2,14.89,0.0058
PERF_001216,CAM_000329,SEG_000513,CRE_001285,Social,22120,457,20,199.68,12.94,0.0207
PERF_001217,CAM_000202,SEG_000370,CRE_000808,Retail,79928,998,48,685.58,7.24,0.0125
PERF_001218,CAM_000238,SEG_002144,CRE_000950,Print,49035,674,17,484.5,3.38,0.0137
PERF_001219,CAM_000042,SEG_002185,CRE_000165,OOH,47713,933,19,317.18,2.96,0.0196
PERF_001220,CAM_000295,SEG_002596,CRE_001177,OOH,83671,1470,21,705.11,1.9,0.0176
PERF_001221,CAM_000145,SEG_000894,CRE_000580,Retail,8661,96,1,19.74,2.3,0.0112
PERF_001222,CAM_000094,SEG_001569,CRE_000374,Print,81599,916,44,766.03,3.27,0.0112
PERF_001223,CAM_000259,SEG_001864,CRE_001033,Social,29139,247,10,256.21,2.17,0.0085
PERF_001224,CAM_000103,SEG_002016,CRE_000409,Streaming,74988,839,25,1092.48,1.59,0.0112
PERF_001225,CAM_000037,SEG_002049,CRE_000147,Digital,7049,38,1,43.21,1.71,0.0054
PERF_001226,CAM_000235,SEG_001729,CRE_000940,Streaming,49557,965,32,970.11,4.23,0.0195
PERF_001227,CAM_000008,SEG_001920,CRE_000031,Streaming,21667,309,14,285.37,6.42,0.0143
PERF_001228,CAM_000131,SEG_002405,CRE_000524,Radio,39361,243,10,165.53,2.27,0.0062
PERF_001229,CAM_000056,SEG_002810,CRE_000221,Radio,6527,32,1,48.45,1.11,0.005
PERF_001230,CAM_000281,SEG_000680,CRE_001124,Radio,27241,156,3,136.09,2.4,0.0058
PERF_001231,CAM_000205,SEG_002086,CRE_000820,Email,44985,1059,16,400.3,6.19,0.0236
PERF_001232,CAM_000010,SEG_000215,CRE_000038,Print,46411,734,25,270.42,9.89,0.0158
PERF_001233,CAM_000060,SEG_002629,CRE_000237,Retail,36669,257,3,222.24,1.58,0.007
PERF_001234,CAM_000147,SEG_000864,CRE_000585,Digital,1167,14,0,8.85,-1.0,0.0122
PERF_001235,CAM_000035,SEG_000709,CRE_000139,OOH,4597,42,1,24.56,7.11,0.0092
PERF_001236,CAM_000015,SEG_002630,CRE_000057,Email,16840,488,16,52.76,17.83,0.029
PERF_001237,CAM_000248,SEG_001777,CRE_000991,Streaming,20246,172,3,413.97,-0.09,0.0085
PERF_001238,CAM_000187,SEG_001628,CRE_000748,Email,1296,35,1,10.08,10.01,0.0274
PERF_001239,CAM_000184,SEG_001701,CRE_000734,Email,90630,729,13,760.22,1.66,0.0081
PERF_001240,CAM_000079,SEG_000685,CRE_000314,TV,72194,768,9,1132.68,-0.48,0.0106
PERF_001241,CAM_000385,SEG_000086,CRE_001453,Radio,4210,76,3,36.39,10.57,0.0181
PERF_001242,CAM_000249,SEG_001066,CRE_000994,Email,26451,840,26,68.1,33.33,0.0318
PERF_001243,CAM_000359,SEG_000026,CRE_001377,Email,20064,256,7,42.62,25.46,0.0128
PERF_001244,CAM_000372,SEG_002321,CRE_001415,Retail,28214,272,5,81.91,10.94,0.0097
PERF_001245,CAM_000193,SEG_001512,CRE_000772,Print,51529,326,15,267.3,2.54,0.0063
PERF_001246,CAM_000121,SEG_000698,CRE_000483,Digital,82337,719,10,498.49,2.56,0.0087
PERF_001247,CAM_000197,SEG_001980,CRE_000788,Streaming,6224,102,1,71.8,0.41,0.0165
PERF_001248,CAM_000383,SEG_002058,CRE_001447,TV,73904,878,22,1987.99,-0.39,0.0119
PERF_001249,CAM_000170,SEG_002845,CRE_000680,Streaming,96603,648,12,1725.57,-0.43,0.0067
PERF_001250,CAM_000032,SEG_002784,CRE_000127,TV,36466,369,11,906.78,1.23,0.0101
PERF_001251,CAM_000311,SEG_000765,CRE_001231,Streaming,79740,1525,15,951.81,2.12,0.0191
PERF_001252,CAM_000288,SEG_000359,CRE_001150,Radio,77770,460,11,453.01,0.62,0.0059
PERF_001253,CAM_000225,SEG_002253,CRE_000899,Print,47016,847,25,163.87,12.91,0.018
PERF_001254,CAM_000262,SEG_000642,CRE_001046,Print,44954,715,27,435.4,6.9,0.0159
PERF_001255,CAM_000028,SEG_000512,CRE_000112,Streaming,89699,1211,51,1678.69,3.27,0.0135
PERF_001256,CAM_000096,SEG_002915,CRE_000383,Digital,24764,189,3,179.6,0.47,0.0076
PERF_001257,CAM_000015,SEG_001080,CRE_000057,Print,57639,1089,50,508.18,12.39,0.0189
PERF_001258,CAM_000374,SEG_000725,CRE_001421,Digital,18599,102,3,129.48,2.59,0.0055
PERF_001259,CAM_000277,SEG_001137,CRE_001107,Print,9633,127,5,62.48,7.18,0.0133
PERF_001260,CAM_000371,SEG_001383,CRE_001411,Streaming,39617,328,13,868.79,1.34,0.0083
PERF_001261,CAM_000144,SEG_000699,CRE_000573,Radio,50472,809,33,132.06,18.05,0.016
PERF_001262,CAM_000336,SEG_002160,CRE_001308,TV,73404,822,34,1930.31,1.24,0.0112
PERF_001263,CAM_000254,SEG_002156,CRE_001013,Streaming,27178,274,13,564.68,1.68,0.0101
PERF_001264,CAM_000077,SEG_000804,CRE_000307,Retail,21313,396,18,160.44,10.63,0.0186
PERF_001265,CAM_000115,SEG_000243,CRE_000458,Print,48686,658,16,170.13,10.45,0.0135
PERF_001266,CAM_000397,SEG_002018,CRE_001491,Digital,63846,856,33,187.89,7.83,0.0134
PERF_001267,CAM_000384,SEG_001073,CRE_001451,Print,98765,1347,53,622.67,14.54,0.0136
PERF_001268,CAM_000036,SEG_000295,CRE_000143,OOH,19795,370,13,75.68,8.91,0.0187
PERF_001269,CAM_000221,SEG_002877,CRE_000883,Streaming,51189,631,16,1041.95,0.18,0.0123
PERF_001270,CAM_000028,SEG_002038,CRE_000110,Digital,19998,246,3,134.28,1.52,0.0123
PERF_001271,CAM_000009,SEG_000400,CRE_000034,Email,28063,151,2,98.03,2.36,0.0054
PERF_001272,CAM_000045,SEG_002371,CRE_000178,Retail,93986,789,11,621.94,1.31,0.0084
PERF_001273,CAM_000035,SEG_001046,CRE_000137,Radio,33494,664,24,256.38,10.93,0.0198
PERF_001274,CAM_000118,SEG_000687,CRE_000471,TV,64145,1111,14,1905.3,-0.48,0.0173
PERF_001275,CAM_000266,SEG_002216,CRE_001064,OOH,24538,317,14,63.38,40.35,0.0129
PERF_001276,CAM_000155,SEG_000168,CRE_000620,Digital,31462,316,11,158.13,2.71,0.0101
PERF_001277,CAM_000004,SEG_002407,CRE_000015,TV,98155,1872,79,3284.12,2.43,0.0191
PERF_001278,CAM_000081,SEG_001154,CRE_000323,OOH,60866,977,33,346.95,14.93,0.0161
PERF_001279,CAM_000192,SEG_000612,CRE_000765,Social,77936,1352,17,1103.08,0.52,0.0174
PERF_001280,CAM_000035,SEG_001264,CRE_000140,Social,17061,379,10,195.98,3.47,0.0222
PERF_001281,CAM_000340,SEG_002756,CRE_001320,Radio,92570,631,21,372.32,9.82,0.0068
PERF_001282,CAM_000115,SEG_002749,CRE_000457,Social,35104,354,6,427.45,1.08,0.0101
PERF_001283,CAM_000170,SEG_001486,CRE_000679,Streaming,2218,28,0,43.25,-1.0,0.0129
PERF_001284,CAM_000001,SEG_000394,CRE_000003,Email,88084,1637,51,347.68,13.81,0.0186
PERF_001285,CAM_000307,SEG_002585,CRE_001220,Print,38672,584,15,80.78,29.05,0.0151
PERF_001286,CAM_000069,SEG_002788,CRE_000276,Radio,33884,423,12,202.88,4.05,0.0125
PERF_001287,CAM_000281,SEG_002095,CRE_001121,Streaming,98605,1158,31,1318.41,0.85,0.0117
PERF_001288,CAM_000242,SEG_001128,CRE_000966,Email,11445,334,12,23.95,93.24,0.0292
PERF_001289,CAM_000219,SEG_000485,CRE_000875,Digital,15966,235,7,115.3,6.41,0.0147
PERF_001290,CAM_000216,SEG_001168,CRE_000864,Social,12798,171,6,167.21,5.49,0.0134
PERF_001291,CAM_000177,SEG_002851,CRE_000707,Streaming,51898,483,7,997.4,-0.13,0.0093
PERF_001292,CAM_000139,SEG_002590,CRE_000555,Retail,45720,308,11,197.0,6.62,0.0067
PERF_001293,CAM_000123,SEG_000741,CRE_000489,TV,50859,784,21,1843.82,1.18,0.0154
PERF_001294,CAM_000059,SEG_000057,CRE_000235,OOH,86619,786,24,845.23,4.67,0.0091
PERF_001295,CAM_000164,SEG_000672,CRE_000656,Digital,36225,492,21,272.93,4.22,0.0136
PERF_001296,CAM_000032,SEG_000893,CRE_000128,Print,94689,1770,63,413.93,29.4,0.0187
PERF_001297,CAM_000370,SEG_000815,CRE_001409,TV,70343,857,15,1993.29,0.01,0.0122
PERF_001298,CAM_000083,SEG_000835,CRE_000332,Retail,28326,281,9,260.21,5.01,0.0099
PERF_001299,CAM_000059,SEG_001480,CRE_000233,Social,26004,247,11,372.63,3.77,0.0095
PERF_001300,CAM_000138,SEG_001527,CRE_000550,Social,18482,182,3,197.2,0.56,0.0099
PERF_001301,CAM_000215,SEG_000506,CRE_000857,OOH,73303,934,16,691.25,2.98,0.0127
PERF_001302,CAM_000247,SEG_001940,CRE_000987,Digital,8017,64,3,64.0,7.36,0.0081
PERF_001303,CAM_000263,SEG_002057,CRE_001051,Email,90002,1187,33,260.03,12.5,0.0132
PERF_001304,CAM_000218,SEG_002559,CRE_000872,Radio,55559,512,12,437.27,3.62,0.0092
PERF_001305,CAM_000267,SEG_000665,CRE_001067,Retail,3424,61,2,20.19,17.86,0.0181
PERF_001306,CAM_000154,SEG_001645,CRE_000614,Radio,91929,826,36,184.18,20.3,0.009
PERF_001307,CAM_000304,SEG_002434,CRE_001212,Retail,20594,208,3,72.3,4.7,0.0101
PERF_001308,CAM_000328,SEG_000023,CRE_001282,Email,4944,35,1,42.94,1.87,0.0072
PERF_001309,CAM_000345,SEG_000465,CRE_001333,Social,75412,1196,21,389.94,3.02,0.0159
